0.77874 -6.98 1997 0.298206579
0.798819 -7.2 1812 0.270581032
0.621654 -5.62 1533 0.228918721
0.969291 -6.07 1039 0.155151045
0.12622 -1.13 230.8 0.034464736
0.067087 -0.07 0 0
0.037205 3.16 0 0
